"OUTLET_ID","LATITUDE","LONGITUDE","DEALER_NAME","GSSN_OUTLET_ID","DEALER_PHONE","DEALER_FAX","DEALER_ADDRESS_LINE1","DEALER_ADDRESS_LINE2","DEALER_CITY","DEALER_STATE","DEALER_ZIP","DEALER_REGION_CODE","MAYBACH_DEALER_INDICATOR_FRANCHISE","ELITE_AMG_PERFORMANCE_CENTER","AMG_PERFORMANCE_CENTER_INDICATOR","SERVICE_ONLY_DEALER_INDICATOR","DEALER_PREMIUM_EXPRESS_INDICATOR","ZERO_EMISSION_VEHICLE_STATE_INDICATOR","FRANCHISE_MB","FRANCHISE_SM","FRANCHISE_SPRINTER","DEALER_WEBSITE","DEALER_WEBSITE_SERVICE","DEALER_WEBSITE_SALES","DEALER_COUNTRY","LANGUAGES_SPOKEN","CREATED_BY","CREATED_DATE","UPDATED_BY","UPDATED_DATE"
"8522","38.81612","-104.84053","Mercedes-Benz of Colorado Springs","GS0002705","(855) 221-5807","(719) 575-7097","730 Automotive Drive","","Colorado Springs","co","80906","CENTRAL","","","","","","","mb","","","","www.benzcoloradosprings.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5270","37.3324303","-121.8126495","Mercedes-Benz of San Jose","GS0043817","(408) 239-2300","(408) 239-2391","3000 East Capitol Expressway","","San Jose","ca","95148","WESTERN","","","","","","","mb","","","","www.sanjose.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5106","38.40728","-122.716409","Mercedes-Benz of Santa Rosa","GS0002665","(707) 542-4810","(707) 544-7079","2885 Corby Ave.","","Santa Rosa","ca","95407","WESTERN","","","","","","","mb","","","","www.mbofsantarosa.com/schedule-service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"66128","44.0153","-121.3016","Mercedes-Benz of Bend","GS0040819","(541) 749-2500","(541) 749-2510","61440 S. Third Street","","Bend","or","97702","WESTERN","","","","","","","mb","","","","www.mbofbend.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5765","37.5283322","-122.2707577","Autobahn Motors","GS0002701","(650) 637-2333","(650) 631-3661","700 Island Parkway","","Belmont","ca","94002","WESTERN","","","","","","","mb","","","","www.autobahnmotors.com/service/appointment-form.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36120","42.214069","-71.182191","Mercedes-Benz of Westwood","GS0019329","(866) 261-8291","(781) 688-1162","425 Providence Highway","","Westwood","ma","2090","NORTHEAST","","","","","","","mb","","","","www.westwood.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36103","42.765691","-71.09809","Smith Motor Sales of Haverhill Inc.","GS0002795","(978) 372-2552","(978) 372-2627","420 River Street","","Haverhill","ma","1832","NORTHEAST","","","","","","","mb","","","","www.smithmercedesdealer.com/service/schedule.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59110","35.093166","-80.884457","Mercedes-Benz of South Charlotte","GS0016121","(704) 889-4444","(704) 889-4474","950 North Polk Street","","Pineville","nc","28134","SOUTHERN","","","","","","","mb","","","","www.mbcharlotte.com/schedule-service.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"62414","39.64893","-84.157099","Mercedes-Benz of Centerville","GS0002881","(937) 433-0990","(937) 433-5282","1 Loop Road","","Centerville","oh","45459","CENTRAL","","","","","","","mb","","","","www.mbofcenterville.com/schedule-car-maintenance-or-auto-repair-centerville-oh","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"32103","30.405312","-91.059544","Mercedes-Benz of Baton Rouge","GS0021246","(225) 490-3101","(225) 214-1658","10949 Airline Highway","","Baton Rouge","la","70816","SOUTHERN","","","","","","","mb","","","","www.mbobr.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36133","42.2770343","-71.6944258","Mercedes-Benz of Shrewsbury","GS0002800","(508) 581-5600","(508) 581-5600","760 Boston Turnpike","","Shrewsbury","ma","1545","NORTHEAST","","","","","","","mb","","","","www.wagnermercedesofshrewsbury.com/service/online-service-scheduling.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5619","37.32312","-121.981089","Mercedes-Benz of Stevens Creek","GS0002676","(408) 983-5200","(408) 983-0971","4500 Stevens Creek Blvd.","","San Jose","ca","95129","WESTERN","","","","","","","mb","","","","www.stevenscreek.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59113","35.18772","-80.759916","Hendrick Motors of Charlotte","GS0022532","(704) 535-6400","(704) 532-1926","5201 E. Independence Blvd","","Charlotte","nc","28212","SOUTHERN","","","","","","","mb","","","","www.hendrickmotorsofcharlotte.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36136","41.6638054","-70.2939041","Prime Service Center","GS0030309","1-508-815-2100","1-781-688-1162","95 Falmouth Road","","Hyannis","ma","2601","NORTHEAST","","","","","","","mb","","","","primeservice.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"54106","35.6338065","-106.02231","Mercedes-Benz of Santa Fe","GS0034605","(505) 913-2900","(505) 260-5018","2586 Camino Entrada","","Santa Fe","nm","87507","WESTERN","","","","","","","mb","","","","www.mercedesofsantafe.com/schedule-mercedes-benz-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59122","35.367656","-80.833087","Mercedes-Benz of Northlake","GS0033925","(704) 379-4800","(704) 379-4801","10725 Northlake Auto Plaza Blv","","Charlotte","nc","28269","SOUTHERN","","","","","","","mb","","","","www.mbnorthlake.com/xtime-schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36154","42.149329","-70.84557","Mercedes-Benz of Hanover","GS0040730","(781) 924-4200","(781) 924-4289","1877 Washington St.","","Hanover","ma","2339","NORTHEAST","","","","","","","mb","","","","www.hanover.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75137","32.66774","-97.419478","Park Place Motorcars Fort Worth","GS0015175","(817) 263-3600","(817) 263-3699","5601 Bryant Irvin Road","","Fort Worth","tx","76132","CENTRAL","","","","","","","mb","","","","www.parkplace-fortworth.mercedesdealer.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"17319","32.922722","-83.7089911","Mercedes-Benz of Macon","GS0002739","(478) 477-4858","(478) 474-6960","4781 Riverside Drive","","Macon","ga","31210","SOUTHERN","","","","","","","mb","","","","www.jackson.mercedesdealer.com/schedule-a-service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"47607","46.8959","-114.034","Demarois Buick GMC Mercedes","GS0002820","(406) 721-4000","(406) 728-4935","3115 West Broadway","","Missoula","mt","59801","WESTERN","","","","","","","mb","","","","www.demarois.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"25104","41.047869","-85.235109","Mercedes-Benz of Fort Wayne","GS0019102","(260) 432-7200","(260) 434-0346","7227 West Jefferson Blvd","","Fort Wayne","in","46804","CENTRAL","","","","","","","mb","","","","www.mbfortwayne.com/mercedes-benz/service-center.htm#form","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"9127","41.421109","-72.839695","Mercedes-Benz of North Haven","GS0002710","(203) 239-1313","(203) 234-2786","620 Washington Avenue","","North Haven","ct","6473","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofnorthhaven.com/schedule-car-maintenance-or-auto-repair-north-haven-ct","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"4507","34.7150902","-92.4166673","Mercedes-Benz of Little Rock","GS0002660","(501) 666-9457","(501) 666-2664","8 Colonel Glenn Plaza Dr.","","Little Rock","ar","72210","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzoflittlerock.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14340","26.149169","-81.766632","Mercedes-Benz of Naples","GS0002723","(239) 643-5006","(239) 643-4628","501 Airport Road South","","Naples","fl","34104","SOUTHERN","","","","","","","mb","","","","mbnaplesservice.com/service-appointment/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"20100","21.29963","-157.853231","Mercedes-Benz of Honolulu","GS0013254","(808) 592-5600","1-808-592-5619","818 Kapiolani Boulevard","","Honolulu","hi","96813","WESTERN","","","","","","","mb","","","","www.mercedesbenzofhonolulu.com/service/schedule-service-honolulu/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"31401","38.013881","-84.459971","James Motor Company","GS0002779","(859) 268-1150","(859) 266-1516","2440 Richmond Road","","Lexington","ky","40502","CENTRAL","","","","","","","mb","","","","www.jamesmotorcompany.com/schedule-car-maintenance-or-auto-repair-lexington-ky","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"48101","40.878855","-96.683769","Husker Auto Group, Inc.","GS0012345","(402) 479-7600","(402) 479-7670","6701 Telluride Drive","","Lincoln","ne","68521","CENTRAL","","","","","","","mb","","","","www.huskermercedes.com/service/appointment-form.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"34107","38.971452","-76.485299","Mercedes-Benz of Annapolis","GS0002789","(410) 268-2222","(410) 268-2508","324 Sixth Street","","Annapolis","md","21403","NORTHEAST","","","","","","","mb","","","","www.mercedesofannapolis.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"45105","38.8764382","-94.6062747","Mercedes-Benz of Kansas City","GS0013763","(816) 943-7000","1-816-942-5399","13851 Madison Avenue","","Kansas City","mo","64145","CENTRAL","","","","","","","mb","","","","www.mb-kc.com/schedule-car-maintenance-or-auto-repair-kansas-city-mo","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"45103","37.066077","-94.477979","Frank Fletcher Imports","GS0012344","(417) 625-4575","(417) 781-4637","3111 East 32nd Street","","Joplin","mo","64804","CENTRAL","","","","","","","mb","","","","www.frankfletcherluxuryimports.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39424","42.9131","-85.520694","Betten Imports, Inc.","GS0002807","(616) 301-2100","(616) 301-2105","5901 28th Street, S. E.","","Grand Rapids","mi","49546","CENTRAL","","","","","","","mb","","","","www.betten.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39166","42.286473","-83.810829","Mercedes-Benz of Ann Arbor","GS0040842","(734) 663-3300","(734) 213-5165","570 Auto Mall Drive","","Ann Arbor","mi","48103","CENTRAL","","","","","","","mb","","","","www.mercedesofannarbor.com/schedule-service-online.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75513","30.333154","-97.716529","Mercedes-Benz of Austin Texas","GS0002927","(512) 454-6821","(512) 454-2878","6757 Airport Blvd.","","Austin","tx","78752","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofaustinservice.com/schedule-online/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39420","42.291138","-85.590765","Orrin B. Hayes, Inc.","GS0002805","(269) 345-0167","(269) 345-3286","543 West Michigan Avenue","","Kalamazoo","mi","49007","CENTRAL","","","","","","","mb","","","","www.hayesmb.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51195","40.856656","-74.314418","Mercedes-Benz of Caldwell","GS0042386","(973) 227-3600","(973) 575-7835","1230 Bloomfield Avenue","","Fairfield","nj","7004","NORTHEAST","","","","","","","mb","","","","www.caldwell.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"86416","43.038309","-89.378988","Zimbrick European","GS0002963","(608) 258-4000","(608) 258-4042","2300 Rimrock Road","","Madison","wi","53713","CENTRAL","","","","","","","mb","","","","www.zimbrickmercedesbenz.com/serviceappmt.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75117","30.022429","-95.428399","Mercedes-Benz of Houston North","GS0002925","(281) 233-6000","(281) 233-6029","17510 I-45 North Freeway","","Houston","tx","77090","CENTRAL","","","","","","","mb","","","","www.houston-north.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75522","29.78261","-95.442869","Star Motor Cars","GS0002929","(713) 868-6800","(713) 864-5821","7000 Katy Road","","Houston","tx","77024","CENTRAL","","","","","","","mb","","","","mercedesbenz.starmotorcars.com/schedule-car-maintenance-or-auto-repair-houston-tx","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75116","29.7297564","-95.4393862","Mercedes-Benz of Houston Greenway","GS0002924","(713) 489-2111","(713) 986-6403","3900 Southwest Freeway","","Houston","tx","77027","CENTRAL","","","","","","","mb","","","","www.houston-greenway.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"20102","20.8922726","-156.4642914","Mercedes-Benz of Maui","GS0022026","(808) 872-1500","(808) 872-1500","69 Hobron Avenue","","Kahului","hi","96732","WESTERN","","","","","","","mb","","","","www.mercedesbenzofhonolulu.com/service/schedule-service-honolulu/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75128","29.600523","-95.619658","Mercedes-Benz of Sugar Land","GS0012549","(281) 207-1500","(281) 207-1551","15625 Southwest Freeway","","Sugar Land","tx","77478","CENTRAL","","","","","","","mb","","","","www.mbsugarland.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"9125","41.365343","-72.120189","Carriage House of New London, Inc.","GS0002709","(860) 447-3361","(860) 447-2499","488 Colman St.","","New London","ct","6320","NORTHEAST","","","","","","","mb","","","","www.mercedesct.com/schedule-service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"9100","41.782933","-72.661559","New Country Motor Cars, Inc.","GS0002706","(860) 278-2000","(860) 278-0181","1 Weston Street","","Hartford","ct","6120","NORTHEAST","","","","","","","mb","","","","www.newcountrymercedes.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5266","32.802014","-116.9767672","Mercedes-Benz of El Cajon","GS0042399","(619) 873-9000","(619) 873-9099","1111 Wagner Drive","","El Cajon","ca","92020","EASTERN","","","","","","","mb","","","","www.mbelcajon.com/service/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36156","42.493925","-71.193527","Mercedes-Benz of Burlington","GS0042851","(781) 229-1600","(781) 232-9578","80 Cambridge Street","","Burlington","ma","1803","NORTHEAST","","","","","","","mb","","","","www.mbob.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14209","28.191723","-82.377208","Mercedes-Benz of Wesley Chapel","GS0043315","(813) 200-7788","Coming Soon","2383 Willow Oak Drive","","Wesley Chapel","fl","33544","SOUTHERN","","","","","","","mb","","","","www.wesleychapel.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75197","30.211957","-95.455418","Mercedes-Benz of The Woodlands","GS0043382","(936) 242-4807","(936) 224-7499","16917 Interstate 45 South","","The Woodlands","tx","77385","SOUTHERN","","","","","","","mb","","","","www.mbotw.com/service/schedule-mercedes-benz-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"3115","35.1988353","-111.6357712","Mercedes-Benz of Flagstaff","GS0043474","Coming Soon","Coming Soon","525 North Switzer Canyon Drive","","Flagstaff","az","86001","WESTERN","","","","","","","mb","","","","www.mercedesofflagstaff.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"34130","39.459288","-76.634983","Mercedes-Benz of Hunt Valley","GS0045613","(410) 666-7777","(410) 628-7548","9800 York Road","","Cockeysville","md","21030","NORTHEAST","","","","","","","mb","","","","www.huntvalley.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"72126","32.8388037","-79.8198814","Mercedes-Benz of Mount Pleasant","GS0045612","(843) 377-1177","Coming Soon","2121 North Highway 17","","Mount Pleasant","sc","29466","Eastern","","","","","","","mb","","","","www.mountpleasant.mercedesdealer.com/service/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75198","32.676417","-97.105099","Park Place Motorcars Arlington","GS0044337","(817) 807-4800","Coming Soon","4201 Beltway Place","","Arlington","tx","76018","CENTRAL","","","","","","","mb","","","","parkplace-arlington.mercedesdealer.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75199","30.580791","-97.691481","Mercedes-Benz of Georgetown","GS0045381","(512) 868-9711","(512) 930-6194","7401 IH 35 South","","Georgetown","tx","78627","CENTRAL","","","","","","","mb","","","","www.mbofgeorgetown.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"17148","33.9327934","-84.5138357","Mercedes-Benz of Marietta","GS0045999","(678) 932-5000","(678) 932-4500","810 Cobb Parkway South","","Marietta","ga","30060","SOUTHERN","","","","","","","mb","","","","www.marietta.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"9137","41.413819","-73.425775","Mercedes-Benz of Danbury","GS0046005","(203) 778-6333","(203) 778-6444","100 Federal Road","","Danbury","ct","6810","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofdanbury.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55181","41.574947","-73.907578","Mercedes-Benz of Wappingers Falls","GS0046004","(845) 298-0600","(845) 298-0878","134 Old Post Road","","Wappingers Falls","ny","12590","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofwappingersfalls.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51235","40.2836228","-74.2955921","Ray Catena of Freehold","GS0046173","(732) 339-6800","(732) 339-6805","4380 Route 9","","Freehold","nj","7728","NORTHEAST","","","","","","","mb","","","","www.raycatenafreehold.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75201","31.5328176","-97.2007517","Mercedes-Benz of Waco","GS0046592","(254) 761-5565","(254) 761-5577","1625 North Valley Mills Dr.","","Waco","tx","76710","CENTRAL","","","","","","","mb","","","","www.samuels.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"86111","43.1196687","-87.9282826","Mercedes-Benz of Milwaukee North","GS0046783","(414) 290-1400","(414) 290-1486","1400 West Silver Spring Drive","","Glendale","wi","53209","CENTRAL","","","","","","","mb","","","","www.mercedesofmilwaukeenorth.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"62133","39.3195642","-84.4307205","Mercedes-Benz of West Chester","GS0046983","(513) 870-1000","(513) 870-1025","5897 Muhlhauser Road","","West Chester","oh","45069","CENTRAL","","","","","","","mb","","","","www.westchesterbenz.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"62132","39.2139831","-84.3621797","Mercedes-Benz of Cincinnati","GS0046982","(513) 984-9000","(513) 984-9468","8727 Montgomery Road","","Cincinnati","oh","45236","CENTRAL","","","","","","","mb","","","","www.mbcincy.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14211","30.2211314","-81.7380885","Mercedes-Benz of Orange Park","GS0047135","(904) 777-5900","(904) 253-7385","7018 Blanding Boulevard","","Jacksonville","fl","32244","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzoforangepark.com/online-service-scheduling.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14212","30.3237302","-81.5353772","Mercedes-Benz of Jacksonville","GS0047136","(904) 724-1080","(904) 725-5006","10231 Atlantic Boulevard","","Jacksonville","fl","32225","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzofjacksonville.com/online-service-scheduling.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"78109","37.0775163","-113.5978937","Mercedes-Benz of St. George","GS0047175","(435) 634-7500","(435) 652-9933","1792 S. Black Ridge Drive","","St. George","ut","84770","CENTRAL","","","","","","","mb","","","","www.mbofstgeorge.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"32509","31.282701","-92.473797","Walker Automotive","GS0002783","(318) 445-6681","(318) 448-2428","6655 Coliseum Blvd","","Alexandria","la","71303","SOUTHERN","","","","","","","mb","","","","www.walkermercedes.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"1129","33.170547","-87.495628","Mercedes-Benz of Tuscaloosa","GS0047762","(205) 556-1111","(205) 556-1125","3200 Skyland Blvd. E.","","Tuscaloosa","al","35407","SOUTHERN","","","","","","","mb","","","","www.mercedesoftuscaloosa.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14239","26.3048052","-81.8044602","Mercedes-Benz of Bonita Springs","GS0048019","(239) 598-6500","(239) 598-6592","14610 Tamiami Trail North","","Naples","fl","34110","SOUTHERN","","","","","","","mb","","","","www.mbbonitasprings.com/service.aspx","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75224","33.2220833","-96.6358554","Mercedes-Benz of McKinney","GS0048018","(469) 678-3100","(469) 678-3099","2080 N. Central Expressway","","McKinney","tx","75070","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofmckinney.com/service/appointment-form.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"30111","37.7106066","-97.2092956","Mercedes-Benz of Wichita","GS0048585","(316) 221-3478","(316) 687-7218","1545 N. Greenwich Rd.","","Wichita","ks","67206","CENTRAL","","","","","","","mb","","","","www.wichita.mercedesdealer.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"3118","33.2887332","-111.7880752","Mercedes-Benz of Gilbert","GS0048023","(480) 407-5800","(469) 678-3099","3455 S Gilbert Road","","Gilbert","az","85297","PACIFIC","","","","","","","mb","","","","www.mbgilbert.com/schedule-car-maintenance-or-auto-repair-gilbert-az","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"50105","43.0411581","-70.8216784","Mercedes-Benz of Portsmouth","GS0048821","(603) 431-8585","(603) 427-2035","309 Portsmouth Avenue","","Greenland","nh","3840","NORTHEAST","","","","","","","mb","","","","www.mbportsmouth.com/schedule-car-maintenance-or-auto-repair-greenland-nh","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"84117","48.7546009","-122.460428","Mercedes-Benz of Bellingham","GS0048912","(360) 676-0600","(360) 676-4831","1100 Iowa Street","","Bellingham","wa","98228","WESTERN","","","","","","","mb","","","","www.mbofbellingham.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"78111","40.9924058","-111.8997269","Mercedes-Benz of Farmington","GS0048704","(801) 447-3300","(714) 777-8091","555West Bourne Circle","","Farmington","ut","84025","CENTRAL","","","","","","","mb","","","","www.mercedesfarmington.com/service/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"50106","42.956801","-71.439583","Mercedes-Benz of Manchester","GS0049023","(603) 669-6788","(603) 627-9037","875 Gold Street","","Manchester","nh","3103","NORTHEAST","","","","","","","mb","","","","www.manchester.mercedesdealer.com/schedule-service-online.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"2107","61.216205","-149.8637531","Mercedes-Benz of Anchorage","GS0049394","(907) 277-3383","(907) 277-2508","1000 East 6th Avenue","","Anchorage","ak","99501","WESTERN","","","","","","","mb","","","","www.mbofanchorage.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75226","29.7865037","-95.6452307","Mercedes-Benz of West Houston","GS0049393","(281) 492-5800","(281) 492-5890","1025 Highway 6 North","","Houston","tx","77079","CENTRAL","","","","","","","mb","","","","www.mercedesbenz-westhouston.com/schedule-your-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14241","29.6898578","-82.3201966","Mercedes-Benz of Gainesville","GS0049769","(352) 332-7571","(352) 332-9879","4000 N. Main Street","","Gainesville","fl","32609","SOUTHERN","","","","","","","mb","","","","www.mbofgainesville.com/service-scheduler.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"85100","38.3267297","-81.7131228","Mercedes-Benz of Charleston","GS0049860","(304) 746-0600","(304) 746-0031","5 Dudley Farms Lane","","Charleston","wv","25309","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofcharleston.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55189","41.2964811","-73.6761893","Mercedes-Benz of Goldens Bridge","GS0051330","(914) 232-8122","(914) 232-8720","321 Route 22","","Goldens Bridge","ny","10526","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzgb.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"3123","33.652029","-111.926651","SCHUMACHER EUROPEAN","GS0051838","(480) 991-1155","(480) 483-2273","18530 N. Scottsdale Road","","Phoenix","az","85054","WESTERN","","","","","","","mb","","","","www.mbofnorthscottsdale.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59129","35.075962","-78.932871","Mercedes-Benz of Fayetteville","GS0042804","1-800-264-3203","(910) 764-7887","3203 Bragg Blvd.","","Fayetteville","nc","28303","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzoffayetteville.com/service/schedule-appt.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"3101","33.32352","-111.970581","Mercedes-Benz of Chandler duplicates","GS0012428","(480) 421-4500","(480) 421-4505","7450 W. Orchid Lane","","Chandler","az","85226","WESTERN","F","F","F","F","F","F","F","F","F","","","www.chandlerbenz.com/service/schedule-service/","us","en","stareai","11/1/2018","stareai","11/1/2018"
"74123","36.14284","-86.7006144","Mercedes-Benz of Music City","GS0052177","(615) 724-6262","(615) 724-6262","734 Envious Lane","","Nashville","tn","37217","EASTERN","","","","","","","mb","","","","www.mbofmc.com/service/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"12117","39.7553845","-75.5950617","Mercedes-Benz of Wilmington","GS0053009","(302) 995-2211","(302) 998-2635","3801 Lancaster Pike","","Wilmington","de","19805","NORTHEAST","","","","","","","mb","","","","www.mbofwilmington.com/schedule-car-maintenance-or-auto-repair-wilmington-de","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5321","34.0353893","-118.2719263","Downtown LA Motors","GS0054371","(213) 748-8951","(213) 746-2542","1801 South Figueroa Street","","Los Angeles","ca","90015","WESTERN","","","","","","","mb","","","","www.mbzla.com/schedule-service-dtla-motors.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5322","34.4217788","-118.5478477","Mercedes-Benz of Valencia","GS0055424","(661) 753-5555","(661) 753-5599","23355 Valencia Blvd","","Santa Clarita","ca","91355","WESTERN","","","","","","","mb","","","","www.mbzvalencia.com/schedule-service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80151","38.032699","-78.4488053","Mercedes-Benz of Charlottesville","GS0055245","(434) 817-3380","(901) 322 3202","1381 Richmond Road","","Charlottesville","va","22911","NORTHEAST","","","","","","","mb","","","","www.charlottesville.mercedesdealer.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"42121","45.0238248","-93.0485361","Mercedes-Benz of St. Paul","GS0056276","(651) 483-2681","(651) 766-2323","2780 Maplewood Drive","","Maplewood","mn","55109","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofstpaul.com/service/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
